@RELATION urnsModelData

@ATTRIBUTE logLen NUMERIC
@ATTRIBUTE singleton NUMERIC
@ATTRIBUTE low5 NUMERIC
@ATTRIBUTE mean NUMERIC
@ATTRIBUTE median NUMERIC
@ATTRIBUTE top10 NUMERIC
@ATTRIBUTE top50 NUMERIC
@ATTRIBUTE top100 NUMERIC
@ATTRIBUTE top1000 NUMERIC
@ATTRIBUTE logLenC NUMERIC

@DATA
9.9678,0.0217,0.0540,14.8991,2.0000,0.2852,0.4428,0.5217,0.7781,5.4510384535657
9.9122,0.0264,0.0608,13.4570,2.0000,0.2873,0.4446,0.5227,0.7779,5.4510384535657
10.1856,0.0015,0.0122,39.9064,6.0000,0.2846,0.4421,0.5202,0.7756,5.4510384535657
10.0338,0.0147,0.0418,18.2691,3.0000,0.2866,0.4395,0.5133,0.7680,6.159095388491933
10.1923,0.0011,0.0103,44.9718,6.0000,0.2879,0.4402,0.5141,0.7675,6.159095388491933
10.0482,0.0134,0.0391,19.2052,3.0000,0.2874,0.4398,0.5130,0.7674,6.159095388491933
10.3083,0.0000,0.0010,81.2190,13.0000,0.4403,0.5664,0.6086,0.7527,2.302585092994046
10.3036,0.0005,0.0073,46.0590,7.0000,0.4406,0.5669,0.6095,0.7537,2.302585092994046
10.3064,0.0002,0.0046,54.3800,9.0000,0.4403,0.5662,0.6085,0.7532,2.302585092994046
10.2007,0.0192,0.0597,13.1037,3.0000,0.3113,0.5027,0.5603,0.7172,3.4339872044851463
10.2519,0.0130,0.0482,15.3539,3.0000,0.3118,0.5036,0.5613,0.7178,3.4339872044851463
10.1067,0.0317,0.0793,10.4944,2.0000,0.3119,0.5038,0.5617,0.7185,3.4339872044851463
10.3958,0.0438,0.0790,11.0686,2.0000,0.3448,0.5048,0.5780,0.7717,4.574710978503383
10.9287,0.0018,0.0127,42.2603,5.0000,0.3441,0.5049,0.5782,0.7701,4.574710978503383
10.4870,0.0370,0.0713,12.1142,2.0000,0.3435,0.5047,0.5786,0.7711,4.574710978503383
10.8402,0.0210,0.0496,16.4832,2.0000,0.4505,0.5698,0.6196,0.7675,4.1588830833596715
10.5564,0.0435,0.0789,11.1221,2.0000,0.4509,0.5711,0.6203,0.7686,4.1588830833596715
10.4467,0.0536,0.0899,9.8786,1.0000,0.4504,0.5704,0.6196,0.7679,4.1588830833596715
10.9777,0.0047,0.0211,30.4192,4.0000,0.2613,0.3990,0.4650,0.6904,7.286191714702382
10.2870,0.0605,0.0994,8.6242,1.0000,0.2611,0.3980,0.4648,0.6920,7.286191714702382
10.4762,0.0451,0.0811,10.4078,2.0000,0.2611,0.3979,0.4643,0.6912,7.286191714702382
10.9436,0.0297,0.0721,11.5048,2.0000,0.2242,0.3638,0.4370,0.6808,5.384495062789089
10.5494,0.0766,0.1296,6.9583,1.0000,0.2248,0.3632,0.4375,0.6813,5.384495062789089
10.4679,0.0860,0.1395,6.5139,1.0000,0.2248,0.3655,0.4392,0.6835,5.384495062789089
10.3582,0.0161,0.0436,17.9718,2.0000,0.4464,0.5713,0.6229,0.7795,6.7580945044277305
10.1950,0.0295,0.0637,13.1797,2.0000,0.4483,0.5725,0.6238,0.7797,6.7580945044277305
10.2967,0.0217,0.0520,15.5666,2.0000,0.4466,0.5708,0.6222,0.7787,6.7580945044277305
11.1910,0.0039,0.0189,33.0517,4.0000,0.4063,0.5334,0.5862,0.7444,7.537430036586509
10.7043,0.0428,0.0787,11.0383,2.0000,0.4073,0.5345,0.5872,0.7452,7.537430036586509
10.4716,0.0625,0.1022,8.7544,1.0000,0.4046,0.5321,0.5856,0.7459,7.537430036586509
10.3495,0.0005,0.0088,33.8757,8.0000,0.1906,0.3249,0.4014,0.6631,5.267858159063328
10.2848,0.0108,0.0486,14.4866,3.0000,0.1909,0.3261,0.4027,0.6642,5.267858159063328
10.2026,0.0240,0.0747,10.6299,3.0000,0.1905,0.3247,0.4009,0.6641,5.267858159063328
10.8183,0.0044,0.0205,31.6377,4.0000,0.5116,0.6089,0.6485,0.7783,1.6094379124341003
10.5548,0.0253,0.0560,14.8960,2.0000,0.5126,0.6099,0.6496,0.7795,1.6094379124341003
10.3690,0.0401,0.0752,11.5754,2.0000,0.5126,0.6102,0.6500,0.7794,1.6094379124341003
10.3899,0.0570,0.0945,9.4742,1.0000,0.3959,0.5468,0.6114,0.7680,3.871201010907891
10.6601,0.0358,0.0695,12.4364,2.0000,0.3969,0.5471,0.6122,0.7686,3.871201010907891
10.8569,0.0206,0.0490,16.6696,2.0000,0.3962,0.5476,0.6125,0.7681,3.871201010907891
10.1301,0.0136,0.0402,18.2810,3.0000,0.3473,0.4934,0.5575,0.7557,7.476472381163905
10.0157,0.0238,0.0578,13.7727,2.0000,0.3467,0.4928,0.5567,0.7547,7.476472381163905
10.2050,0.0071,0.0278,23.8817,4.0000,0.3467,0.4918,0.5554,0.7541,7.476472381163905
10.8537,0.1130,0.1733,5.1160,1.0000,0.1660,0.2670,0.3201,0.5256,8.517193191416238
11.1163,0.0820,0.1356,6.3537,1.0000,0.1651,0.2658,0.3190,0.5248,8.517193191416238
11.7650,0.0070,0.0314,20.9060,4.0000,0.1643,0.2657,0.3187,0.5234,8.517193191416238
10.4429,0.0117,0.0391,18.8801,3.0000,0.2566,0.4048,0.4792,0.7395,5.673323267171493
10.3742,0.0176,0.0498,15.6898,3.0000,0.2576,0.4062,0.4808,0.7397,5.673323267171493
10.2541,0.0301,0.0679,12.2230,2.0000,0.2583,0.4060,0.4813,0.7414,5.673323267171493
11.0857,0.0015,0.0121,41.2392,6.0000,0.3644,0.5546,0.6079,0.7469,3.2188758248682006
10.4473,0.0592,0.1010,8.8610,1.0000,0.3631,0.5531,0.6066,0.7480,3.2188758248682006
11.0796,0.0021,0.0144,37.5548,5.0000,0.3642,0.5537,0.6071,0.7466,3.2188758248682006
10.3516,0.0177,0.0461,17.2027,2.0000,0.4520,0.5748,0.6250,0.7790,7.321188556739478
10.0116,0.0465,0.0851,10.2803,2.0000,0.4501,0.5726,0.6234,0.7802,7.321188556739478
10.1612,0.0345,0.0692,12.2790,2.0000,0.4504,0.5733,0.6242,0.7801,7.321188556739478
10.7026,0.0246,0.0554,14.9412,2.0000,0.4343,0.5574,0.6081,0.7608,6.810142450115136
10.2516,0.0626,0.1023,8.7535,1.0000,0.4336,0.5557,0.6066,0.7604,6.810142450115136
10.7177,0.0236,0.0539,15.2462,2.0000,0.4337,0.5559,0.6067,0.7600,6.810142450115136
10.1777,0.0097,0.0338,21.5785,3.0000,0.4620,0.6035,0.6481,0.7896,2.302585092994046
10.1261,0.0146,0.0424,18.1702,3.0000,0.4604,0.6029,0.6472,0.7891,2.302585092994046
10.1896,0.0086,0.0317,22.5745,3.0000,0.4621,0.6033,0.6476,0.7894,2.302585092994046
9.7261,0.0282,0.0626,13.3009,2.0000,0.4619,0.5885,0.6413,0.8033,7.0925737159746784
9.9097,0.0117,0.0366,20.3326,3.0000,0.4610,0.5873,0.6402,0.8015,7.0925737159746784
9.9177,0.0108,0.0352,20.9120,3.0000,0.4610,0.5879,0.6404,0.8025,7.0925737159746784
10.0640,0.0488,0.0863,9.8206,2.0000,0.2744,0.4180,0.4865,0.7236,6.859614903654202
10.1034,0.0453,0.0821,10.2924,2.0000,0.2735,0.4171,0.4848,0.7212,6.859614903654202
10.3096,0.0275,0.0599,13.5805,2.0000,0.2737,0.4161,0.4849,0.7215,6.859614903654202
10.6748,0.0215,0.0505,16.2040,2.0000,0.4072,0.5886,0.6382,0.7749,2.9444389791664403
10.3482,0.0471,0.0834,10.5813,2.0000,0.4077,0.5889,0.6392,0.7769,2.9444389791664403
10.6906,0.0207,0.0494,16.5339,2.0000,0.4076,0.5891,0.6386,0.7753,2.9444389791664403
10.2889,0.0028,0.0166,35.3269,5.0000,0.4074,0.5549,0.6175,0.7945,4.394449154672439
10.2761,0.0038,0.0197,31.7725,4.0000,0.4068,0.5541,0.6169,0.7949,4.394449154672439
10.1373,0.0151,0.0416,18.6619,2.0000,0.4074,0.5552,0.6181,0.7959,4.394449154672439
10.2825,0.0039,0.0194,32.3643,4.0000,0.4630,0.6003,0.6542,0.7995,2.995732273553991
10.1960,0.0109,0.0346,21.5870,3.0000,0.4624,0.6003,0.6539,0.8000,2.995732273553991
10.1639,0.0135,0.0394,19.5304,3.0000,0.4629,0.6001,0.6532,0.7986,2.995732273553991
10.0305,0.0451,0.0822,10.6929,2.0000,0.5167,0.6174,0.6575,0.7915,1.6094379124341003
10.5304,0.0043,0.0206,31.2610,4.0000,0.5160,0.6159,0.6564,0.7900,1.6094379124341003
10.3535,0.0189,0.0473,16.9967,2.0000,0.5156,0.6147,0.6559,0.7899,1.6094379124341003
10.5215,0.0065,0.0337,19.3138,4.0000,0.2093,0.3465,0.4205,0.6822,5.43372200355424
10.5323,0.0048,0.0287,21.3412,4.0000,0.2095,0.3464,0.4212,0.6837,5.43372200355424
10.3956,0.0231,0.0670,11.8710,2.0000,0.2087,0.3459,0.4207,0.6833,5.43372200355424
10.1233,0.0330,0.0751,11.0389,2.0000,0.2354,0.3761,0.4499,0.7211,5.910796644040527
10.2350,0.0199,0.0566,13.9351,2.0000,0.2360,0.3775,0.4495,0.7207,5.910796644040527
10.2414,0.0197,0.0552,14.1749,2.0000,0.2364,0.3773,0.4507,0.7218,5.910796644040527
10.3094,0.0080,0.0287,24.7811,3.0000,0.4756,0.5991,0.6502,0.7957,3.1354942159291497
9.9693,0.0370,0.0722,11.9314,2.0000,0.4731,0.5969,0.6479,0.7963,3.1354942159291497
10.3437,0.0052,0.0228,29.1226,4.0000,0.4741,0.5977,0.6487,0.7956,3.1354942159291497
9.9006,0.0256,0.0592,13.9394,2.0000,0.3767,0.5771,0.6423,0.7975,3.367295829986474
10.1317,0.0049,0.0229,28.4175,4.0000,0.3761,0.5776,0.6437,0.7981,3.367295829986474
9.8323,0.0313,0.0664,12.7087,2.0000,0.3777,0.5794,0.6447,0.7997,3.367295829986474
9.9071,0.0336,0.0691,12.2124,2.0000,0.4368,0.5694,0.6243,0.7883,7.442492722794441
10.1476,0.0120,0.0370,20.2001,3.0000,0.4375,0.5677,0.6221,0.7864,7.442492722794441
9.9024,0.0339,0.0699,12.1136,2.0000,0.4366,0.5679,0.6224,0.7876,7.442492722794441
10.4936,0.0000,0.0009,67.4758,14.0000,0.1975,0.3292,0.4009,0.6743,5.697093486505405
10.2872,0.0288,0.0777,10.4687,2.0000,0.1965,0.3280,0.3999,0.6735,5.697093486505405
10.3936,0.0136,0.0511,14.4224,3.0000,0.1969,0.3282,0.4000,0.6741,5.697093486505405
10.2316,0.0004,0.0060,58.6064,7.0000,0.4967,0.6191,0.6635,0.8030,2.0794415416798357
9.9075,0.0274,0.0595,14.0013,2.0000,0.4969,0.6199,0.6639,0.8054,2.0794415416798357
10.1287,0.0087,0.0305,23.5824,3.0000,0.4976,0.6205,0.6644,0.8043,2.0794415416798357
10.2451,0.0424,0.0783,11.1366,2.0000,0.4578,0.5764,0.6257,0.7775,4.852030263919617
10.5969,0.0134,0.0386,20.0051,3.0000,0.4569,0.5762,0.6252,0.7760,4.852030263919617
10.1083,0.0529,0.0912,9.7003,1.0000,0.4560,0.5754,0.6249,0.7776,4.852030263919617
10.4925,0.0237,0.0540,15.2946,2.0000,0.5133,0.6112,0.6512,0.7822,1.6094379124341003
10.4357,0.0288,0.0607,13.9012,2.0000,0.5120,0.6110,0.6509,0.7825,1.6094379124341003
10.6585,0.0107,0.0339,22.1497,3.0000,0.5131,0.6112,0.6507,0.7815,1.6094379124341003
9.9836,0.0168,0.0460,17.1214,2.0000,0.4367,0.6037,0.6514,0.7972,2.5649493574615367
10.1403,0.0019,0.0139,37.9210,5.0000,0.4356,0.6024,0.6499,0.7952,2.5649493574615367
9.8893,0.0246,0.0588,14.0652,2.0000,0.4338,0.6014,0.6486,0.7959,2.5649493574615367
10.4581,0.0025,0.0154,33.5459,5.0000,0.2503,0.3847,0.4498,0.6770,8.091933455979893
10.2193,0.0246,0.0581,12.9631,2.0000,0.2504,0.3845,0.4497,0.6783,8.091933455979893
10.0536,0.0409,0.0830,9.7145,2.0000,0.2506,0.3848,0.4497,0.6794,8.091933455979893
10.4619,0.0056,0.0238,28.3598,4.0000,0.5099,0.6159,0.6572,0.7915,1.791759469228055
10.5197,0.0013,0.0111,44.7830,6.0000,0.5097,0.6160,0.6571,0.7912,1.791759469228055
10.5187,0.0014,0.0112,44.6283,6.0000,0.5100,0.6158,0.6572,0.7913,1.791759469228055
10.0502,0.0444,0.0806,10.8542,2.0000,0.4341,0.5968,0.6481,0.7908,2.9444389791664403
10.0268,0.0466,0.0840,10.4680,2.0000,0.4326,0.5956,0.6471,0.7897,2.9444389791664403
10.2402,0.0294,0.0619,13.6277,2.0000,0.4336,0.5966,0.6484,0.7893,2.9444389791664403
10.2392,0.0215,0.0537,14.9736,2.0000,0.3910,0.5295,0.5880,0.7644,7.677400430514807
10.1146,0.0338,0.0698,12.0001,2.0000,0.3915,0.5291,0.5872,0.7649,7.677400430514807
10.4203,0.0055,0.0243,26.9732,4.0000,0.3914,0.5294,0.5881,0.7648,7.677400430514807
10.5496,0.0015,0.0116,42.6399,6.0000,0.3928,0.5303,0.5885,0.7637,6.943122422819428
10.2394,0.0274,0.0605,13.6025,2.0000,0.3934,0.5314,0.5892,0.7650,6.943122422819428
10.1774,0.0327,0.0681,12.3075,2.0000,0.3908,0.5283,0.5874,0.7642,6.943122422819428
10.6477,0.0019,0.0131,41.1853,5.0000,0.4784,0.6035,0.6493,0.7860,2.5649493574615367
10.1081,0.0463,0.0826,10.6260,2.0000,0.4769,0.6025,0.6489,0.7873,2.5649493574615367
10.4061,0.0214,0.0508,16.0659,2.0000,0.4785,0.6034,0.6490,0.7858,2.5649493574615367
10.3751,0.0464,0.0909,9.1839,2.0000,0.2546,0.3871,0.4495,0.6666,8.517193191416238
10.7543,0.0093,0.0320,20.8335,3.0000,0.2549,0.3871,0.4507,0.6653,8.517193191416238
10.5932,0.0238,0.0572,13.3753,2.0000,0.2550,0.3867,0.4496,0.6651,8.517193191416238
10.7146,0.0841,0.1223,7.4428,1.0000,0.2815,0.4213,0.4869,0.7053,6.410174881966167
10.5510,0.0947,0.1333,6.8585,1.0000,0.2827,0.4243,0.4897,0.7069,6.410174881966167
11.3721,0.0356,0.0676,12.7432,2.0000,0.2817,0.4221,0.4873,0.7038,6.410174881966167
10.4020,0.0117,0.0360,20.8281,3.0000,0.3751,0.5202,0.5826,0.7738,5.529429087511423
10.4785,0.0056,0.0238,28.2360,4.0000,0.3736,0.5197,0.5827,0.7749,5.529429087511423
10.1362,0.0340,0.0683,12.4261,2.0000,0.3750,0.5220,0.5849,0.7769,5.529429087511423
9.9444,0.0422,0.0811,10.5884,2.0000,0.3981,0.5366,0.5950,0.7719,7.438383530044307
10.4047,0.0000,0.0011,95.3711,13.0000,0.3968,0.5348,0.5931,0.7688,7.438383530044307
10.3895,0.0012,0.0105,43.8982,6.0000,0.3964,0.5344,0.5929,0.7692,7.438383530044307
10.4022,0.0657,0.1042,8.6871,1.0000,0.4363,0.5845,0.6308,0.7654,2.833213344056216
10.4862,0.0578,0.0950,9.4530,1.0000,0.4390,0.5865,0.6333,0.7670,2.833213344056216
11.0506,0.0137,0.0383,20.3682,3.0000,0.4391,0.5873,0.6336,0.7658,2.833213344056216
10.4537,0.0324,0.0655,12.9613,2.0000,0.4042,0.5422,0.5997,0.7703,4.962844630259907
10.3520,0.0407,0.0758,11.4531,2.0000,0.4053,0.5424,0.6001,0.7724,4.962844630259907
10.6300,0.0177,0.0451,17.7102,2.0000,0.4058,0.5431,0.6003,0.7714,4.962844630259907
10.1895,0.0251,0.0563,14.5336,2.0000,0.3380,0.4874,0.5544,0.7667,6.0112671744041615
10.0870,0.0333,0.0669,12.5166,2.0000,0.3367,0.4869,0.5545,0.7678,6.0112671744041615
10.2883,0.0172,0.0446,17.5502,2.0000,0.3378,0.4871,0.5540,0.7654,6.0112671744041615
10.4586,0.0026,0.0154,36.9991,5.0000,0.3551,0.5047,0.5703,0.7725,5.733341276897746
10.3511,0.0112,0.0349,21.3227,3.0000,0.3555,0.5047,0.5699,0.7730,5.733341276897746
10.4430,0.0038,0.0192,32.2662,4.0000,0.3546,0.5040,0.5697,0.7723,5.733341276897746
10.4250,0.0443,0.0918,9.4315,2.0000,0.2554,0.4104,0.4917,0.7131,4.770684624465665
10.4121,0.0462,0.0931,9.3117,2.0000,0.2577,0.4122,0.4941,0.7146,4.770684624465665
10.8114,0.0003,0.0062,48.3133,8.0000,0.2563,0.4114,0.4926,0.7123,4.770684624465665
10.1143,0.0479,0.0848,10.3210,2.0000,0.3622,0.5110,0.5758,0.7735,5.351858133476067
10.5724,0.0095,0.0317,23.1692,3.0000,0.3632,0.5109,0.5754,0.7726,5.351858133476067
10.5773,0.0095,0.0319,23.0546,3.0000,0.3627,0.5108,0.5756,0.7721,5.351858133476067
11.7901,0.0216,0.0488,16.9485,2.0000,0.4392,0.5495,0.5948,0.7312,5.062595033026967
11.2095,0.0644,0.1004,9.0374,1.0000,0.4389,0.5491,0.5943,0.7316,5.062595033026967
11.4792,0.0441,0.0773,11.4225,1.0000,0.4395,0.5502,0.5953,0.7318,5.062595033026967
9.7997,0.0250,0.0573,14.3766,2.0000,0.3439,0.5227,0.6082,0.8062,4.290459441148391
10.0839,0.0007,0.0078,52.0461,7.0000,0.3445,0.5228,0.6084,0.8054,4.290459441148391
9.9383,0.0127,0.0381,19.9010,3.0000,0.3454,0.5233,0.6082,0.8065,4.290459441148391
10.3551,0.0008,0.0081,51.6859,6.0000,0.4410,0.5778,0.6346,0.7950,3.8918202981106265
10.1011,0.0222,0.0525,15.5606,2.0000,0.4412,0.5783,0.6348,0.7966,3.8918202981106265
10.3555,0.0007,0.0081,51.6661,6.0000,0.4413,0.5777,0.6346,0.7950,3.8918202981106265
10.3798,0.0110,0.0348,21.5922,3.0000,0.5173,0.6184,0.6594,0.7927,1.6094379124341003
10.3390,0.0144,0.0404,19.2768,3.0000,0.5168,0.6169,0.6580,0.7923,1.6094379124341003
10.2886,0.0185,0.0469,17.0914,2.0000,0.5160,0.6165,0.6577,0.7915,1.6094379124341003
10.8215,0.0010,0.0140,26.9823,7.0000,0.2047,0.3533,0.4397,0.6195,4.465908118654584
10.5238,0.0534,0.1220,7.1385,2.0000,0.2033,0.3527,0.4393,0.6222,4.465908118654584
10.5461,0.0492,0.1169,7.3937,2.0000,0.2038,0.3532,0.4394,0.6210,4.465908118654584
10.4074,0.0339,0.0679,12.1442,2.0000,0.3211,0.4639,0.5272,0.7283,7.239214973779806
10.5049,0.0260,0.0568,14.1315,2.0000,0.3208,0.4636,0.5270,0.7281,7.239214973779806
10.1654,0.0545,0.0945,9.1200,2.0000,0.3219,0.4640,0.5277,0.7283,7.239214973779806
10.5789,0.0843,0.1228,7.4850,1.0000,0.3927,0.5237,0.5785,0.7435,4.976733742420574
11.1093,0.0453,0.0795,11.0970,1.0000,0.3909,0.5241,0.5791,0.7425,4.976733742420574
10.4894,0.0928,0.1321,6.9924,1.0000,0.3890,0.5220,0.5773,0.7410,4.976733742420574
10.1021,0.0326,0.0667,12.8022,2.0000,0.4892,0.6120,0.6567,0.7946,2.3978952727983707
10.0378,0.0370,0.0722,11.9073,2.0000,0.4871,0.6096,0.6546,0.7940,2.3978952727983707
10.4564,0.0027,0.0159,36.5725,5.0000,0.4872,0.6099,0.6547,0.7927,2.3978952727983707
10.3344,0.0470,0.0999,8.5995,2.0000,0.2200,0.3643,0.4434,0.6847,5.0369526024136295
10.4681,0.0286,0.0755,10.8583,2.0000,0.2216,0.3658,0.4440,0.6839,5.0369526024136295
10.3903,0.0393,0.0911,9.3031,2.0000,0.2209,0.3648,0.4433,0.6830,5.0369526024136295
10.7367,0.0149,0.0433,17.3949,3.0000,0.3149,0.4535,0.5156,0.7115,8.517193191416238
10.3072,0.0560,0.1005,8.6843,2.0000,0.3169,0.4553,0.5165,0.7127,8.517193191416238
10.7810,0.0108,0.0354,20.2092,3.0000,0.3153,0.4540,0.5167,0.7115,8.517193191416238
10.5879,0.0116,0.0513,13.9022,3.0000,0.3602,0.4790,0.5133,0.6476,2.6390573296152584
10.6315,0.0043,0.0302,19.2234,5.0000,0.3603,0.4790,0.5135,0.6467,2.6390573296152584
10.3584,0.0485,0.1130,7.6573,2.0000,0.3588,0.4785,0.5133,0.6490,2.6390573296152584
10.3061,0.0113,0.0360,21.0268,3.0000,0.4546,0.5854,0.6397,0.7930,3.5553480614894135
10.0784,0.0308,0.0643,13.1566,2.0000,0.4541,0.5856,0.6403,0.7933,3.5553480614894135
10.3219,0.0104,0.0335,22.1866,3.0000,0.4551,0.5869,0.6411,0.7938,3.5553480614894135
10.8599,0.0086,0.0296,24.4295,3.0000,0.3958,0.5325,0.5899,0.7617,5.3981627015177525
10.1971,0.0622,0.1006,8.8758,1.0000,0.3964,0.5333,0.5906,0.7638,5.3981627015177525
10.5229,0.0359,0.0699,12.2723,2.0000,0.3962,0.5324,0.5901,0.7622,5.3981627015177525
10.4909,0.0739,0.1126,8.1048,1.0000,0.4358,0.5849,0.6289,0.7581,2.6390573296152584
11.2341,0.0170,0.0433,18.5333,2.0000,0.4373,0.5859,0.6291,0.7575,2.6390573296152584
10.6595,0.0616,0.0986,9.1489,1.0000,0.4368,0.5870,0.6303,0.7588,2.6390573296152584
10.4271,0.0662,0.1321,6.5986,2.0000,0.1513,0.2586,0.3193,0.5834,6.55250788703459
10.4291,0.0674,0.1342,6.5212,2.0000,0.1503,0.2576,0.3188,0.5837,6.55250788703459
10.5666,0.0438,0.1045,8.0744,2.0000,0.1508,0.2574,0.3183,0.5829,6.55250788703459
10.7195,0.0475,0.1160,7.0499,2.0000,0.1052,0.1858,0.2335,0.4563,7.769378609513984
10.7549,0.0406,0.1061,7.5921,2.0000,0.1045,0.1848,0.2329,0.4544,7.769378609513984
10.8700,0.0175,0.0671,10.7985,3.0000,0.1045,0.1851,0.2323,0.4533,7.769378609513984
10.4378,0.0059,0.0380,16.1939,4.0000,0.1530,0.2708,0.3401,0.6167,5.662960480135946
10.2906,0.0339,0.0966,8.5088,2.0000,0.1539,0.2718,0.3401,0.6167,5.662960480135946
10.4385,0.0055,0.0364,16.5821,4.0000,0.1546,0.2716,0.3410,0.6172,5.662960480135946
10.4788,0.0146,0.0404,19.2874,3.0000,0.4223,0.5745,0.6367,0.7853,3.4339872044851463
10.2502,0.0334,0.0674,12.6807,2.0000,0.4215,0.5738,0.6353,0.7846,3.4339872044851463
10.3536,0.0246,0.0552,15.0105,2.0000,0.4230,0.5759,0.6382,0.7861,3.4339872044851463
10.2597,0.0426,0.0784,11.1516,2.0000,0.5125,0.6110,0.6511,0.7832,1.6094379124341003
10.5800,0.0163,0.0429,18.4191,2.0000,0.5141,0.6126,0.6524,0.7824,1.6094379124341003
10.2745,0.0410,0.0765,11.3907,2.0000,0.5130,0.6119,0.6514,0.7829,1.6094379124341003
9.8445,0.0325,0.0673,12.6128,2.0000,0.4600,0.5896,0.6425,0.8025,3.912023005428146
9.9701,0.0215,0.0518,15.6699,2.0000,0.4594,0.5894,0.6426,0.8022,3.912023005428146
9.8780,0.0302,0.0646,13.0721,2.0000,0.4595,0.5882,0.6419,0.8020,3.912023005428146
10.2467,0.0100,0.0330,22.3151,3.0000,0.4434,0.5750,0.6291,0.7920,4.584967478670572
10.2674,0.0080,0.0293,24.3533,3.0000,0.4433,0.5734,0.6279,0.7917,4.584967478670572
9.9886,0.0322,0.0663,12.7673,2.0000,0.4452,0.5761,0.6302,0.7943,4.584967478670572
10.3359,0.0013,0.0107,45.5029,6.0000,0.3654,0.5410,0.6218,0.7963,4.02535169073515
9.9700,0.0313,0.0653,12.9633,2.0000,0.3641,0.5393,0.6202,0.7972,4.02535169073515
9.9033,0.0370,0.0728,11.8380,2.0000,0.3648,0.5408,0.6209,0.7982,4.02535169073515
10.0328,0.0347,0.0694,12.3592,2.0000,0.4422,0.5879,0.6477,0.7959,3.295836866004329
10.3965,0.0056,0.0237,28.3052,4.0000,0.4406,0.5859,0.6444,0.7928,3.295836866004329
10.4306,0.0031,0.0175,34.4785,4.0000,0.4402,0.5860,0.6449,0.7926,3.295836866004329
10.1860,0.0102,0.0464,15.0314,4.0000,0.4344,0.5077,0.5419,0.6840,1.791759469228055
10.0947,0.0246,0.0760,10.5425,3.0000,0.4319,0.5044,0.5393,0.6835,1.791759469228055
10.2059,0.0069,0.0382,16.9462,4.0000,0.4331,0.5057,0.5403,0.6831,1.791759469228055
10.3313,0.0296,0.0862,8.6261,3.0000,0.1263,0.2184,0.2706,0.5004,8.12415060330663
10.4842,0.0025,0.0219,20.8742,6.0000,0.1267,0.2178,0.2696,0.4984,8.12415060330663
10.4976,0.0000,0.0019,46.6506,13.0000,0.1263,0.2176,0.2696,0.4978,8.12415060330663
10.2774,0.0579,0.0960,9.3497,1.0000,0.4869,0.6032,0.6442,0.7752,2.0794415416798357
10.8771,0.0096,0.0315,23.5452,3.0000,0.4865,0.6028,0.6439,0.7739,2.0794415416798357
10.4052,0.0469,0.0831,10.6204,2.0000,0.4860,0.6027,0.6446,0.7751,2.0794415416798357
10.9322,0.0475,0.0846,10.3464,2.0000,0.3753,0.5056,0.5606,0.7242,8.415160465851086
10.4602,0.0860,0.1280,7.1269,1.0000,0.3749,0.5048,0.5594,0.7254,8.415160465851086
11.2173,0.0249,0.0556,14.8424,2.0000,0.3738,0.5045,0.5594,0.7238,8.415160465851086
9.8859,0.0245,0.0560,14.7046,2.0000,0.4687,0.5969,0.6497,0.8052,3.58351893845611
10.0573,0.0096,0.0326,22.3715,3.0000,0.4679,0.5962,0.6485,0.8043,3.58351893845611
9.8051,0.0322,0.0666,12.7035,2.0000,0.4677,0.5958,0.6482,0.8049,3.58351893845611
10.7443,0.0782,0.1203,7.5946,1.0000,0.3171,0.4918,0.5755,0.7270,3.9512437185814275
10.8174,0.0726,0.1143,7.9681,1.0000,0.3167,0.4921,0.5755,0.7282,3.9512437185814275
10.4957,0.0982,0.1412,6.5492,1.0000,0.3154,0.4907,0.5732,0.7273,3.9512437185814275
10.6515,0.0654,0.1028,8.7340,1.0000,0.4142,0.5386,0.5894,0.7424,6.244166900663736
10.6001,0.0690,0.1074,8.3914,1.0000,0.4134,0.5367,0.5876,0.7410,6.244166900663736
10.8636,0.0492,0.0849,10.3859,1.0000,0.4143,0.5384,0.5894,0.7417,6.244166900663736
10.4825,0.0263,0.0573,14.6070,2.0000,0.4934,0.6075,0.6493,0.7814,2.0794415416798357
10.3701,0.0353,0.0689,12.4632,2.0000,0.4941,0.6073,0.6486,0.7823,2.0794415416798357
10.4981,0.0250,0.0558,14.9159,2.0000,0.4927,0.6066,0.6484,0.7809,2.0794415416798357
10.1035,0.0109,0.0351,21.3389,3.0000,0.5137,0.6230,0.6652,0.8034,1.791759469228055
10.1665,0.0057,0.0240,27.8528,4.0000,0.5135,0.6227,0.6654,0.8030,1.791759469228055
10.2172,0.0015,0.0116,43.2358,5.0000,0.5138,0.6228,0.6655,0.8034,1.791759469228055
10.6740,0.0472,0.0828,10.6452,1.0000,0.3584,0.5023,0.5659,0.7553,5.225746673713202
10.6065,0.0532,0.0892,9.9526,1.0000,0.3591,0.5042,0.5670,0.7552,5.225746673713202
10.2822,0.0780,0.1168,7.7904,1.0000,0.3613,0.5049,0.5675,0.7558,5.225746673713202
10.2677,0.0638,0.1019,8.7900,1.0000,0.3867,0.5247,0.5834,0.7594,5.44673737166631
10.6535,0.0327,0.0657,12.9621,2.0000,0.3868,0.5247,0.5831,0.7579,5.44673737166631
10.3302,0.0580,0.0949,9.3823,1.0000,0.3854,0.5243,0.5832,0.7611,5.44673737166631
